电影名,评分,短评数量,评论1,评论2,评论3,评论4,评论5
大佛普拉斯,8.7,246584,年三十晚，我妈在旁边和我一起看完了那场两分钟的车震戏。年度最尬观影体验........,人生好孤独啊，我们作为朋友，你却一点不了解我；我们作为爱人，你却要杀掉我；我们作为亲人，你却要欺骗我。就让我做一个追逐海浪的人好了，没有故乡，在世界上仅剩的一张摇篮上，抱着你的遗像，用沉默祝福你，用愤怒度化你，用夏天的雨纪念你。,你永远不会知道他人的皮囊之下，到底藏着什么样的秘密。就像你不会知道，万人朝拜的菩萨肚子里有一具死尸，也不会知道一个收垃圾的大叔，屋子里摆满了洋娃娃。,「雖然現在已經是太空時代了，人類可以搭乘太空船到達月球，但卻沒辦法看穿每個人心裡的宇宙。」,這不完全是黑白片唷。因為有錢人的世界是彩色的。以黑色幽默包裹的社會寫實劇，很貼近台灣社會。導演黃信堯後設的口白，不僅是趣味，也巧妙中和了故事裡那種幾乎沒有出口的黑暗抑鬱。社會階級分化，貧富差距，宗教政經的金玉其外敗絮其中，諷刺的超到位。拍了一個很棒的結局
再次出发之纽约遇见你,8.5,283122,Keira Knightley的衣服真好看，穿出一种闲闲的、不用力过猛的精致。平胸果然是王道，轻盈、削薄、纤细…像未发育起来的小女生，又像清秀版的小男生。只要不用那著名的下巴颏演戏，KK也不是很讨厌嘛。Mark Ruffalo这只卷毛，每次出来我都想让女猪脚跟他滚床单否则不能尽兴究竟是什么心理。,电影院里坐我前面的男子，每当音乐响起时，都会打开QQ音乐的曲目识别，我很想告诉他，你每一次搜到的歌，都收录在同一本原声带里,我知道它不完美。我知道爱上和音乐生活的人是什么感觉，也记得他开始给其他女人写歌时，是什么感觉。KK比我想的好太多。Mark和Adam是两个阶段，别做谁的fucking缪斯，记住这一刻就够了。分享歌单踩街曾是我年轻时的恋爱法则，现在都不再重要，想到这，又哭了出来。Mark演的特别好，我爱每一个瞬间。,电影给4星，歌曲加一星。原声带真的是要进入本年度最佳电影原声候选了。,#SIFF# 对不起Mark叔太adorable了我满脑子都是“啊啊啊啊啊”，在天台弹贝斯的地方啊啊啊啊啊啊啊站在镜头边缘我也只看见他啊！歌非常非常好（反正歌一好我就会冲动给高分别理我）！情节不像once那么散，城市环境音的想法很有趣+乐队成员间的dynamics酷毙了！
小萝莉的猴神大叔,8.4,328091,难道是政治阻止了爱？圣母婊以为爱可以战胜一切,瑕不掩瑜，两个半小时喜怒哀乐无尿点，心底无数只尼玛跑过：国产娱乐圈（念第四声）上一边天天几十亿去吧！,近期唯一泪眼朦胧的电影，不能说电影拍的有多好，只是题材上升到了一种高度，宗教，政府，国家其实都是为人服务的，在爱的面前，这些都要让路，人性是能冲破这种种隔阂最后让奇迹出现发出呐喊声音的，也能判断是非对错的，哪怕那些违犯法律，制度，可这尊重人性，最后的最后那场景的确很震撼。,不说了，洗脸去了,近年印度神作频出。三傻，印式英语，偶滴神啊，地球上的星星，贫民窟的百万富翁等等等等。每部都让人印象深刻。此剧主题是爱，穿越种族宗教国家争端，三观正都到不行，满满正能量。很美的萝莉，一脸正气的男主，创意鸡肉舞加上令人惊艳的巴基斯坦雪山美景，绝对值得159分目不转睛的观赏。
追随,8.9,123841,我曾经跟踪过一对陌生情侣，因为他们走的太快了，完全不符合正常情侣的步速，这让我好奇。当他们拐进路边的快捷酒店时，一切疑云烟消云散。,虽然你行的是鸡鸣狗盗之事，但也不用摆出一副鸡鸣狗盗之相,两个发现，一个主角叫Cobb，另一个主角房门上有个蝙蝠侠标志。,我已经几乎可以荣封诺兰为我最喜欢的导演了。这不仅因为同样是环状叙事他的片比昆丁少了许多矫情，更因为他太好的掌握了观众的智力和口味，光凭剪辑和讲故事就能在imdb250里占据那么多席。更因为他那么清楚文青的心理——就是喜欢默默躲在小角落里偷偷观察人，猜测每个人背后的故事。,牛B导演都是从年轻时候就牛B起来的。
东京物语,9.2,84807,纪子善良归善良，但这并不能成为讽刺其他子女的利刃，谁也没有错，只是人生如此，自然法则如此。这正是这个世界让人灰心的所在。小津中距离镜头90度拍人物让我十分尴尬。,“兒女們未必不愛自己的父母，他們相信自己是愛的，但卻在日常生活的淘洗中漸次失蹤了那份感情，愛與尊敬只剩下一個自以為是的幻影。”,东京那么大，如果有一天走失了，恐怕一辈子不能再相见……,刚到东京的时候，妈妈说：“原来东京这么近。”决定离开东京的时候，妈妈说：“东京真的太远了。”,这世上本来就有许多令人灰心的事情。所以，还请你不要太灰心。
聚焦,8.8,197224,唯冷峻克制的表达，更具“于无声处听惊雷”的震撼效果。,明年的奥斯卡最佳影片和最佳改编剧本的最大热门，不仅三观正，片子的完成度也非常高！片子的拍法和这群新闻人很像，客观冷静理性，干净利落不煽情，剧本是非常传统的类型片叙事套路，既扎实又踏实，剧组的团队精神就像精彩的群戏表演，没有任何主创抢风头，凝聚到一起却力量十足，让人敬畏。★★★★,四星半 其实我觉得最能挖的是rapist may have been raped这一点,有点像“撞车”，都是群戏电影，每个人都有精湛发挥。聚焦天主教性侵丑闻，凌厉割喉的步步求证。电影最成功的是将亵童和性向做出切割，指出这是教会这一全世界最藏污纳垢组织自上而下的制度性丑恶，看完会让人失去对宗教的所有敬畏。,整部电影就像一篇优秀的新闻报道本身，陈述来龙去脉，介绍人物，寻找证据，解决难点。冷静又条理清晰，据说对真实的记者办公和生活环境还原得也很贴切（没有人在办公室里大呼小叫...）。当然为了保持这种基调，新闻本身的故事性就被削弱了，记者本身的性格也无法深刻塑造
一次别离,8.7,187391,4.5。一次即永恒！①着意隐去匠气，还故事以挚诚本真，唯象征私隐于后。②一席黑头巾掠过楼道、车流。③隐匿于镜头外的西方理想国。④你怎么敢看着我的眼睛撒谎！⑤古兰经的存在一度置瑞茨于人性罪责和信仰之间，如替老人洗澡、告白真相等。⑥玻璃门之隔。,一个教育女儿坚持写正确答案，哪怕为此开罪老师（权威），哪怕为此失去分数和成绩（利益）的男人，却手按着圣洁的古兰经流利娴熟地撒了谎。而一个没什么文化，艰辛挣扎在社会底层的女人，却在向古兰经宣誓之前，想到自己说出的可能是难以确证的谎言，而瑟缩崩溃地说：不，我还有疑虑……,一个有信仰的国家才能发生的道德纠结。手持与频繁的主观镜头将观众带进他们的世界，甚至会错觉自己也是当事人。对角色感情细腻且准确的把握让你的情感天平反复在两组家庭之间。对角色心理暗角和懦弱一面的剖析，让人忍不住叫好。情节上波折不断，是生活的力量。与《关于依丽》一样，与众不同的伊朗电影,伊朗人至少有信仰,真心好片，基本可以给五星。肯洛奇（重叠对话）+达内（手持摄影及剧作）+基斯洛夫斯基（道德故事）却不失伊朗本身的位置，基本超出了东方主义的规定。故事做得很复杂（只是因为拿掉了两个关键镜头！），拿捏“政治正确”真是精到舒服，可怜之人必有可恨之处。空间设置很精细，剪辑风格大赞。光糙了……
驴得水,8.3,616442,不能把开心麻花出的所有电影都粗暴地归到「喜剧」里……这种营销思路就会导致我今天观影时遇到的蜜汁尴尬……有一帮观众从开头驴棚着火就开始笑，然后一直笑到结尾枪声……我……真特么……跪了……,幸好有个民国，不然借古讽今都没有抓手,三颗星全给任素汐，她是中国最优秀的话剧女演员，有魂。她的巴掌都像是打在我的脸上。但是，建议导演改一下职务叫摄像吧，因为您只发挥了这个功能。,这样的剧本，这样的电影，任凭你们怎么说风凉话，都休想模仿出来，国产片的普通货色离它差距太大。,1.库斯图里卡的癫狂、荒诞+法哈蒂的困境、冲突，而这...其实在中国这片土地上随处可见；2.追求自由的人，死了；3.愤怒的人，成了听话的牲口；4.宽容的人，成了小人；5.淳朴的人，成了恶棍；6.正面向上的人，总在行骗；7.就让我们忘掉过去吧，才能继续作为“人”活下去。
黑鹰坠落,8.7,197023,这里没有《拯救大兵瑞恩》的煽情回忆，也没有《现代启示录》的痛苦反思，有的只是战争，真实而残酷的战争！,是想当作一个任务如何失败的案例来看的。。战斗场面够多，信息量还是不够全。。战争残酷狰狞自不必说，只是只有美方士兵单方面的人性化描画，至于那些发狂的索马里士兵却只是默默而生，默默而死，成不了一个相互沟通的契机。。背景音乐很不错,这片儿热闹得如同我们大年三十儿的晚上～,非洲兄弟命贱，一死一大片！,发现这种突击类枪战片的翻拍总有丧尸片的气质，不怕死而且打不完。真实又恐怖的战争，弹壳如雨点般飞落。
我爱你,9.0,100857,"“我是个胆小鬼，没有你，我怕活不下去。”四个古稀老人，两段浓浓黄昏恋，他们爱的善良，爱的浪漫，爱的纯粹。即便有些段落会让人感觉略显刻意煽情，但众多老戏骨奉献出的这部电影依然十分值得一看同时也耐人寻味。btw,我始终无法免疫这类电影，满满都是泪。★★★★",你说，如果到人生的尽头，还没找到牵手的人，那咋办啊？,對不起，我是個膽小鬼，沒有妳我怕活不下去。,他们是我看过最帅和最漂亮的四位男女主角。,催泪弹！这是目前让我哭得最凶猛的一部片子了，一个人在家对着电脑哭得一塌糊涂。。。还不是默默流泪，真哭出来了。。。孤独太让人害怕了！！！！！！
