电影名,评分,评论数,热评1,热评2,热评3,热评4,热评5
聚焦,8.8,198517人评价,“怎么忍心拒绝上帝？” 各方面都很稳重，碍于太政治和工整，题材也不新鲜，赞赏却不心水。这样的震撼更多来自真实事件本身，作为电影其实没有到8.9分这么好，更像是给纪录片习惯打高分一样。,作为一个前记者，看完这种电影真是感慨万千啊……如果不能坚持新闻理想，倒也不必把选择悲情化。做记者本身就要有一点理想主义才行，因为是你主动选择了那个桅杆上的瞭望哨作为岗位。只可惜我们受到的教育和现实完全是拧巴的……电影本身非常棒！尤其是演员的集体表演！,有点像“撞车”，都是群戏电影，每个人都有精湛发挥。聚焦天主教性侵丑闻，凌厉割喉的步步求证。电影最成功的是将亵童和性向做出切割，指出这是教会这一全世界最藏污纳垢组织自上而下的制度性丑恶，看完会让人失去对宗教的所有敬畏。,铁肩担道义，妙手著文章,中规中矩。温吞开水。
东京物语,9.2,85513人评价,这部电影里可以看出的东西太多了。比方说如果注意了尾道家中的鸡冠花，就会明白黑白影像为彩色影像所不能取代的魅力。母亲在热海的防波堤上说，“东京游览过了，热海也来过了，可以回家了”真是对人生非常隽永的总结啊。,刚开始的几幕，觉得极做作，哪有众人说的这般好？再耐心看下去，方发觉，在表面的客套和微笑下，内心深处的悲凉。“其实我们是很幸福的。”“是啊，其实我们是幸福的呢！”等到我老时，也会这样和老伴相视而笑么？,片中的纪子，好善良美丽的女人，一个完美的日本女人。,原节子小姐过世后的一个早晨重看。结尾她说：“不如意事太多了。天天一事无成的过日子，也十分寂寞。我内心深处，还在等待什么似的。”什么都不好的时候幸好还有好电影。,"坟前难进孝子之心
生活平淡的让人揪心
"
一次别离,8.7,188480人评价,真心好片，基本可以给五星。肯洛奇（重叠对话）+达内（手持摄影及剧作）+基斯洛夫斯基（道德故事）却不失伊朗本身的位置，基本超出了东方主义的规定。故事做得很复杂（只是因为拿掉了两个关键镜头！），拿捏“政治正确”真是精到舒服，可怜之人必有可恨之处。空间设置很精细，剪辑风格大赞。光糙了……,"我国这些年最喜闻乐见的家庭剧剧情，只不过他们还有""信仰""这个词",4.5。一次即永恒！①着意隐去匠气，还故事以挚诚本真，唯象征私隐于后。②一席黑头巾掠过楼道、车流。③隐匿于镜头外的西方理想国。④你怎么敢看着我的眼睛撒谎！⑤古兰经的存在一度置瑞茨于人性罪责和信仰之间，如替老人洗澡、告白真相等。⑥玻璃门之隔。,一个战争与宗教包围着的国度奉献的一部佳作，可以称之为实至名归的金熊奖最佳影片。大量的手持镜头，用客观而冷峻的镜头讲述着两个平凡家庭的琐碎与冲突，人物刻画入木三分，故事的悬念更是凭借着适当的掌控丝丝入扣，直到电影完结仍使观众处在情绪当中。★★★★☆,格局无需大，笔触只要深。
驴得水,8.3,621973人评价,幸好有个民国，不然借古讽今都没有抓手,过去的如果就让它过去了，未来只会越来越糟！,普通观众全嗨了，说这才是国产佳作;电影专业人员全崩溃了，说这是舞台剧不算是电影。讲真，我觉得当一个作品只剩下它的形式能被人吐槽的时候，已经足以证明其成功。不管它是啥，哪怕我是去电影院看话剧了，我还是觉得，甚好，没错过这个乌龙甚好。,悲叹的是被压迫的是女性，欣慰的是觉醒的也是女性,这个笑话还真把我看哭了，惊喜之作，比夏洛特烦恼的故事高明，但电影感较弱
黑鹰坠落,8.7,198513人评价,是想当作一个任务如何失败的案例来看的。。战斗场面够多，信息量还是不够全。。战争残酷狰狞自不必说，只是只有美方士兵单方面的人性化描画，至于那些发狂的索马里士兵却只是默默而生，默默而死，成不了一个相互沟通的契机。。背景音乐很不错,这是我看过的美国战争大片中最为经典的一部,发现这种突击类枪战片的翻拍总有丧尸片的气质，不怕死而且打不完。真实又恐怖的战争，弹壳如雨点般飞落。,背景乐配的超级赞！！。。动作和阵容十分强大，但是这样的战争，感觉美国多管闲事害了自己。。经典台词：不是我们想去做英雄，只是时势造英雄。PS：华丽丽的hugh是医官（就是满脸是血那个，和josh一起抢救别人的医官），orlando刚出来就坠机，ewan猥琐的倒茶兵。汗颜。。,不愧是雷德利斯科特，技术和细节方面太优秀了，交叉剪辑很棒，从38分钟一直打到结尾，大规模巷战场面真实而残酷。高速慢镜、蓝绿布光和滤镜、雷导标志性的烟雾和长焦镜头等手段使影片更加凄美悲壮，属于有风格的现实主义。Hans Zimmer配乐依旧搭调。不过激烈战斗中的部分煽情对白略显刻意。（8.5/10）
我爱你,9.0,101819人评价,他们是我看过最帅和最漂亮的四位男女主角。,你要相信，这世上真的有爱存在，不管在什么年纪,"“我是个胆小鬼，没有你，我怕活不下去。” 
",亲在不远游，我不会再离开你们身边了。,这样的片子 韩国好会拍啊 眼泪止不住流
千钧一发,8.8,160223人评价,为什么只有5星？全宇宙的星辰都属于你。,看了这部《千钧一发》，没想到还真不错，男煮饺儿追求梦想时不给自己留任何后路的精神真鸡巴励志啊……这种励志非心灵鸡汤式励志，而是心灵牛鞭汤式励志……我们曾经都是星尘，莫名其妙地来到了父亲的睾丸里，来人世走一遭后重新变成星尘……反正迟早变星尘，不如追梦尽情活…… ,这名字译得太搞了～＝＝,梦想与扼杀梦想的不公平，过去、现在还是未来，这是人类戏剧的永恒主题之一。,这片子在我的科幻片单里排前10。楚门秀编剧的导演作品，比楚门秀无论概念还是执行都好太多了。“我就是那个统计学上无关紧要、但没人可以抹去的1%。”改变生命，分享梦想，泪目。
发条橙,8.5,269676人评价,看的差点儿吐了~~~,经典的3p节奏..漂亮干净的画面,没办法。。。谁让咱假装是文艺青年呢。。。很喜欢,我觉得惊讶的是传说中的经典居然真的让我觉得很经典 ,总之我看着觉得很烦= =
E.T. 外星人,8.6,245039人评价,有史以来最温情的科幻片，喜欢小E.T,电影超越一切隔阂，以一个单纯却永恒的故事打动人心，片中童话般的情节和寓言式的启示让观众笑中带泪。,每看一遍哭一遍,E.T.爹妈就是那种去一趟动物园会把孩子落下，还好几天没发现的糟糕家长吧,ET被抓进实验室，小埃利奥特也一病不起。孩子们愤怒了，他们自发组织起来，营救外星人。埃利奥特也在心灵的感召下苏醒过来，加入营救行动。他们能成功么
网络谜踪,8.6,358970人评价,约翰赵怎么可能会生出这么丑的女儿！！,Amazing! 剧本写得太好了，千回百转。几乎没有实景拍摄，但节奏感超强。这种拍摄方式真的太省成本了。,确实是重新解读电影语言，节奏快且充满代入感，我们每一天不就是这样过吗。给剪辑师加鸡腿！故事本身讲得也好，情感和悬疑结合完美，铺垫好家庭背景之后所有发展都顺理成章又出人意料，换一个老爸能火眼金睛至此可能会显刻意。题外话：John真是英俊啊我从进剧院第一眼看到他开始就不会呼吸了妈呀,看似牢不可破的密码，跳转几次邮箱就可破译；看似无比相熟的女儿，连吸食大麻都未曾知。本来代表身份的头像，竟是无需版权的图库模特；本来孤立寡言的女孩，却在直播软件里袒露心扉。最亲近的女儿却比密码还难破译，最沉默的女孩却比模特还健谈。面前提供海量信息的屏幕，当你在凝视它，它也在吞食你。,其实抛去形式的话，故事本身还是比较狗血的，反转说服力也欠缺。但因为坚持把所有的镜头都用各种电子荧屏展示，除了电脑页面还有电视新闻、监控录像等等，有种奇异的满足窥探欲的感觉。整部电影就好像在网上找到一个都市传说之后拼命谷歌了两小时看遍各大论坛各种留言的感觉。作为新导演的第一部长篇，把形式拿捏的还是得当，甚至有些太老练了。不过这部电影和亚洲首富连看会令人思考，一部是疯狂拿自己的肤色洗脑，一部是完全隐去...
四个春天,8.9,109563人评价,母亲的超级能力，是听到铃声响起就知道是女儿打来。父亲的特异功能，是目送每个家庭成员远行都能庇佑一路平安。每年都要仰望燕子回巢，上山采撷春天，在空谷放歌，在田埂旋转。天井里落雨落雪，人世间有阴有晴。这俗世哪有什么超能和神功，不过是为她挂一旗白幡，留一双碗筷，种一点念想，等一轮春天。,纪录片直击穷山恶水黑社会是一种力量，记录柴米油盐酱醋茶也是一种力量。我们的家庭叙事中很少见到这样豁达与乐观的父母辈，他们对生活中具体的一餐一饭一花一草一事一物真心好奇，真心感恩，真心享受。父亲无论遇到什么事，都笑着说“好玩得很”，看见红亮腊肠慨叹一句“安逸”，看燕子筑巢，看荆条发芽，吹一支蒲公英，这些不是文艺青年的摆拍，是来自真实生活中的点滴情趣，它本应是生活的本意，只是长久地被尘埃覆盖。这其中也...,"1.之后二刷的时候，一定要掰着指头数饭爹饭妈会的技能数量！
2.这是史上最高级的征婚广告吧？看到这样的婆家，如果我是女的，脑海里就一个字：嫁！
3.由于饭叔比我大一辈，所以看片的时候就特别想我的外公外婆，太多相似了：写字、做香肠、拜坟😭
4.人到老了，一定一定要诗意栖居。有工作的时候，估计是没办法做到的😭",共情真的是一种很高级的情感，无论悲喜都如沐春风，是燕子回巢的呢喃，是半亩方塘的春水搅动，是厨房的乒铃乓啷，是迟迟不愿挪步的送别，是白发人送黑发人噙着的泪，是用DV记录家庭生活的镜头。父亲这一代知识分子拿的起乐器学的来剪辑，即使年纪大了“每天也要为这个家做一件事”，母亲总是囿于厨房但总能笑呵呵地唱起旧曲，还经常地木楞停住想起亡去的姐姐。两位老人鲜活可爱，我也是第一次注意到我有时候竟然会错过这些身边类...,华语影像鲜有将镜头语言用来记录上一辈的生活，琐碎的日常、消逝的家族、人世的浑融，视角难能可贵。前半段其实没有什么共鸣，写春联、挂灯笼、蒸香肠、放鞭炮，一家几口人围着桌子安逸地吃饭看电视，这些大多数人觉得贴切、熟悉、平常的场景，对于一个单亲家庭长大的男孩子而言，仿佛是另一个时空的画面，并不能感同身受。假如母亲还在，我也不敢把这部电影给她看。片中那对老夫妇真温暖啊，我和她都不曾体会过。后半段从姐姐的亡...
